ncl,clumptype,maxpix x,maxpix y,maxpix v,Npix,Nvox,COmax,meansigv,errsigv,ellipse a,ellipse b,ellipse R,errR,area,perimeter,mass from summing mom0
184,2,634,1802,34,928,2179,10.82126331,8.603313396,0.3614503494,18.71076302,14.96171801,20.72335018,2.487489407,2069.180262,265.7940029,nan
185,1,564,1821,37,5577,16800,10.98528385,26.79300274,1.350714699,28.58443583,26.39411055,41.02798359,13.47176919,12435.14905,943.7180326,nan
186,2,526,1897,38,1797,6335,9.231685638,19.26741081,0.8985902858,26.34267414,15.48832082,27.70980822,13.72080355,4006.807037,346.4281386,nan
187,2,324,2066,39,11820,37465,6.823448181,22.75216843,1.062627551,76.87012018,36.95695378,84.83141018,30.05499781,26355.2917,1821.734177,nan
188,2,1398,530,35,3156,6744,11.19673824,8.133290286,0.2724979312,50.70992208,23.2638277,52.98062149,13.17733157,7036.996666,513.6693089,nan
189,2,1408,616,33,404,420,9.851797104,nan,nan,10.08399182,18.92928278,13.93279516,14.29873222,900.8069243,185.1598672,nan
190,2,1444,716,35,514,866,6.95834589,6.909810874,0.2818380026,11.88314115,16.99319397,14.94390302,5.226585786,1146.076136,203.078564,nan
191,1,1192,916,59,34713,211332,11.77851391,64.07858244,3.201124847,146.6448199,66.83709598,159.9633836,32.9688219,77400.27417,3559.847769,50154260
192,2,922,1314,33,644,1145,6.507423401,5.332683103,0.2263769394,11.35580827,20.95547523,17.84753174,9.263121996,1435.939751,215.0243619,nan
193,2,1133,1317,35,597,1756,13.3902626,16.0178866,0.7869329864,10.57065666,11.64071808,3.858079563,6.510353902,1331.142906,215.0243619,1004721.5
194,2,977,1308,35,747,1138,6.989174366,8.546757165,0.346567639,9.398230374,15.536251,8.692627095,6.161334784,1665.600922,250.8617555,nan
195,2,576,1488,40,1985,3982,9.499456406,16.09227047,0.8104451863,25.21086728,48.6426617,54.13062292,25.45356542,4425.994418,680.9104792,522246.62
196,2,1185,1497,35,473,1014,11.33988953,7.145380319,0.3365717705,9.053717545,13.1067443,1.815856176,28.33387702,1054.657612,170.2276198,394952.9
197,2,1506,440,35,1304,2470,6.763423443,6.932088067,0.2855182247,20.73968794,13.69606691,20.98355008,7.987494022,2907.555023,301.6313965,nan
198,2,1440,452,38,2253,4837,8.633030891,11.9175549,0.486301203,22.93128823,12.91795468,21.73649574,11.6923086,5023.559407,516.6557584,nan
199,2,1131,469,37,1025,2886,15.72673416,12.14696585,0.5378191976,12.42974551,25.45502353,22.92994592,6.159237393,2285.463112,259.8211039,3680793.2
200,2,1118,516,35,1476,2777,9.677761078,12.27924433,0.566507635,26.20265592,10.40068725,20.24480713,18.27504715,3291.066882,441.9945216,1403383
201,2,1488,712,38,2647,7560,8.383357048,15.56496378,0.6883678092,33.00205039,23.214119,41.40152375,15.35760408,5902.06913,504.7099605,nan
202,1,999,817,42,3392,15583,11.17908478,24.20187464,1.074302033,20.68236009,39.29889985,42.8652832,22.80122279,7563.210612,516.6557584,3094628.5
203,1,1103,954,38,14324,36725,11.93094254,16.98642474,0.6991776738,90.59089717,32.86868767,86.93461125,28.38316006,31938.51085,2401.105374,nan
204,1,1103,954,38,12528,31152,11.93094254,15.47381821,0.6647619879,88.25732983,31.60430646,84.02435344,39.67436685,27933.93353,2239.837103,nan
205,1,1103,954,38,11314,27791,11.93094254,15.46586781,0.6633601884,90.57039882,31.70719692,85.31048862,50.73762329,25227.05332,2114.406225,nan
206,1,1103,954,38,6253,16019,11.93094254,15.20401184,0.6113310246,44.0777512,54.18884908,77.46654316,24.52694173,13942.43985,1320.010666,nan
207,1,1103,954,38,5498,14576,11.93094254,13.57737611,0.5530695574,44.05112634,53.76605603,77.12354017,24.39699437,12259.00116,1140.823698,nan
208,2,1645,1639,36,1188,2582,7.591480732,8.604869646,0.3612605654,10.74071873,26.95855037,21.32715982,15.49647993,2648.90749,307.6042954,nan
209,1,661,1627,39,17476,68045,13.64036179,25.75982285,1.117088954,32.70123924,79.96285773,81.23542128,31.79843038,38966.58864,2335.403486,22795226
210,1,661,1627,39,16186,61197,13.64036179,25.73584988,1.111909312,32.6323579,79.34886345,80.81891672,20.85072043,36090.2497,2365.267981,20952134
211,1,661,1627,39,14919,56102,13.64036179,25.69749941,1.104771001,32.77801905,80.30598291,81.51769716,21.9564937,33265.19432,2201.01326,19543358
212,2,1169,2218,40,5599,11471,6.361675739,22.65634039,1.041071347,22.5960241,113.0764545,80.25686506,100.882991,12484.20289,1367.793857,nan
213,2,1136,408,38,1581,5887,16.7163372,13.90476597,0.6260999444,28.70187254,17.72249807,32.15316908,8.611975567,3525.187493,364.3468354,7033522
214,2,1243,450,36,435,684,6.44726181,5.160363146,0.1875369807,12.57606405,13.37039941,11.57786357,2.671794416,969.9282477,206.0650135,nan
215,2,1219,536,40,1942,4985,7.918707371,15.69600796,0.7175733129,14.81294765,26.75177076,27.14471341,14.05655421,4330.116453,453.9403195,nan
216,2,999,817,42,1314,4188,11.17908478,19.47602804,0.9427532369,15.10361336,26.93156293,27.650629,15.14555463,2929.852224,286.6991492,971313.8
217,1,1192,916,59,24237,121988,11.77851391,59.29588918,3.069835476,31.76359022,66.61515913,72.66908988,35.55975242,54041.7263,3073.056505,30873194
218,1,1192,916,59,21751,111751,11.77851391,59.23578008,3.055697822,31.05564391,66.21157682,71.57559193,30.24192244,48498.64211,2738.574164,28771142
219,1,1192,916,59,13051,61077,11.77851391,59.21013557,3.051651607,30.00035222,65.17383906,69.68625636,17.33364231,29100.07715,1756.032289,16378080
220,1,1192,916,59,11233,49952,11.77851391,53.51915663,2.694670722,28.96184026,65.58557543,68.62097977,34.35730029,25046.44599,1445.441544,12971110
221,1,1192,916,59,14082,64698,11.77851391,59.16927979,3.04172375,29.87140908,62.75711121,68.14113567,19.02958293,31398.91859,1947.165055,17175252
222,1,1192,916,59,10579,45667,11.77851391,53.54820112,2.701339387,27.29809952,64.98001385,66.15763124,18.88864778,23588.20904,1397.658352,11927667
223,1,1181,907,37,3393,8272,11.34622288,15.65251611,0.7135250748,28.52935349,39.39449717,51.57018002,14.39034263,7565.440332,677.9240298,1955977.5
224,1,1192,916,59,10276,42057,11.77851391,53.56051646,2.704335857,30.10749291,64.77594572,69.59145788,17.27406905,22912.60385,1433.495746,11135317
225,2,1103,954,38,1870,5332,11.93094254,10.43046708,0.468190864,30.65154069,14.46654579,29.34996944,15.92033248,4169.576605,394.2113301,nan
226,2,1259,960,37,236,401,7.218288422,5.349854743,0.23892937,6.413839119,12.0018589,nan,5.567649387,526.2139459,125.4308778,nan
227,2,821,1025,40,3735,10270,6.403952122,15.62545151,0.698977388,44.64660586,23.30336046,49.38512205,16.30208521,8328.00461,642.0866361,nan
228,1,661,1627,39,9869,36714,13.64036179,24.1633993,1.068202514,30.07159359,76.03507817,75.70650442,36.77389664,22005.10776,1663.452355,14192031
229,1,661,1627,39,8452,29453,13.64036179,22.59861812,1.026492861,29.38129316,77.52113206,75.55234214,48.38725511,18845.59437,1594.764017,11925608
230,2,1193,838,38,967,1477,8.625072479,10.50137443,0.4766986209,13.04751782,37.13990623,31.14778344,7.791255978,2156.139346,325.5229923,nan
231,2,1181,907,37,1711,3419,11.34622288,8.724319537,0.3888689064,14.61378285,20.65747097,22.07774631,4.314876334,3815.051108,400.184229,843683.56
232,2,1053,980,36,316,571,7.690003395,5.258650596,0.2140362345,9.911136755,15.1315054,9.274587096,10.93014149,704.5915547,125.4308778,nan
233,2,1120,978,38,2894,7338,10.44176197,10.49304006,0.479575467,26.09934128,53.6403417,58.21494144,18.1952757,6452.809998,612.2221414,nan
234,2,1199,1034,39,2281,4512,10.26669598,12.14258007,0.5394386525,21.87564637,49.05799476,50.25387746,26.31905632,5085.99157,513.6693089,nan
235,2,1110,1134,37,1742,3600,6.954494953,8.423314882,0.3184161115,41.13923883,12.61749883,32.57792317,3.399643,3884.172431,346.4281386,nan
236,1,661,1627,39,2903,9166,13.64036179,13.86149443,0.6112639595,42.40064254,19.4738553,43.26135967,27.07133848,6472.877479,674.9375803,3933967
237,2,661,1627,39,1941,6184,13.64036179,13.8317751,0.6042541472,26.58229463,17.82134469,30.68405607,5.207600873,4327.886733,519.6422078,2662268
238,2,402,1643,39,4135,10547,6.616172314,12.28842191,0.5697647088,50.3074909,32.98421939,63.83057192,20.77414381,9219.892654,719.7343224,nan
239,1,928,1754,41,5438,13234,9.167451859,22.27046932,0.9631768889,42.62395629,47.2748327,70.81096743,24.96434669,12125.21796,824.2600538,nan
240,2,564,1821,37,1038,1336,10.98528385,8.80617898,0.4008194344,14.33941795,28.53869388,27.76812845,15.53639291,2314.449474,415.1164764,650539.06
241,1,1059,445,40,3318,11975,17.75162125,17.07087019,0.7238339114,24.61376814,43.5450797,50.21793006,13.87583588,7398.211324,564.4389499,12648809
242,2,1492,651,37,806,1410,6.682353497,6.958720268,0.295369268,30.14202415,10.18701876,22.38520242,8.703890371,1797.154408,262.8075534,nan
243,2,1098,1010,38,460,604,7.915002346,nan,nan,10.49904068,16.43232082,12.06695759,7.363764815,1025.67125,170.2276198,99694.61
244,2,882,1274,40,2940,4902,6.712157249,10.30773831,0.4344151408,11.55187677,30.03087979,24.62539427,21.2932869,6555.377123,671.9511308,nan
245,1,1040,1331,41,2853,5571,9.251148224,12.25492221,0.560158315,15.96109523,45.89959529,40.31813752,30.61967104,6361.391473,746.6123676,1936116.6
246,2,1028,1380,41,796,1761,9.21586132,10.59328323,0.49498238,12.31894289,9.990626609,3.866263695,10.50062505,1774.857207,265.7940029,648402.3
247,2,624,1657,39,638,1698,13.27105618,8.659072747,0.3709514628,16.28857034,13.06161512,15.87189815,2.0528733,1422.56143,188.1463166,846241
248,2,454,1759,41,736,1938,7.108631611,11.97426832,0.5137767562,17.74596634,14.75514455,19.53531056,4.295288547,1641.074001,200.0921145,382336.12
249,1,488,1805,38,2266,10876,9.099781036,26.42841957,1.260984792,48.2894044,14.94747526,39.96256384,31.61966971,5052.545769,492.7641626,3651930.8
250,2,1157,443,41,385,592,7.959458351,8.705555617,0.3793401843,11.94436012,8.781807151,nan,4.483830767,858.4422422,170.2276198,180660.97
251,2,1059,445,40,783,2012,17.75162125,10.29083438,0.4293437314,20.20315568,12.13110022,18.36704492,6.879962291,1745.870846,241.9024071,3104905.2
252,2,1644,552,44,2095,10558,6.852612019,18.96752932,0.8331405557,21.29131578,27.48581596,35.15782796,7.968787556,4671.26363,331.4958912,nan
253,2,1150,889,38,658,993,9.194171906,7.103997224,0.3291314508,13.30824023,16.74566331,16.69148432,8.94836992,1467.155832,191.1327661,236187.3
254,2,1541,1217,40,761,1898,6.645884991,10.43854579,0.4682113897,13.71948719,17.97550005,18.47663975,4.457156733,1696.817004,229.9566092,193967.64
255,2,755,1506,42,1848,3188,9.541621208,12.29653184,0.5733142013,20.1638012,43.22527087,44.64057768,18.27008846,4120.522763,555.4796015,nan
256,2,1651,1576,39,743,1260,7.351797581,5.10216226,0.1745961313,29.02207163,13.32751416,26.67929169,5.942224967,1656.682042,226.9701597,nan
257,2,749,1582,40,608,1240,8.899270058,10.46779814,0.4712971542,14.24040064,7.99282116,nan,26.86880829,1355.669827,229.9566092,nan
258,2,1493,1597,39,631,1023,7.381441116,nan,nan,12.35052294,23.96196612,21.71931635,12.81505203,1406.953389,241.9024071,nan
259,2,488,1805,38,1202,2862,9.099781036,12.43442512,0.6032095427,44.60194267,11.54495117,32.40930592,31.79823418,2680.123572,415.1164764,964733.8
260,2,1060,403,40,1190,2308,14.96958828,10.502847,0.474791129,13.89015099,37.50964679,32.65651842,8.91577328,2653.366931,349.414588,2798102.2
261,2,1108,487,43,1976,4743,10.87214851,15.72109606,0.7221857032,23.13968253,15.37068347,25.09096064,12.30239534,4405.926937,543.5338036,1961480.6
262,2,664,700,41,601,1109,6.431360722,6.92053098,0.284572778,19.61406167,12.21137094,17.96177454,10.67869958,1340.061786,179.1869682,nan
263,2,993,762,39,371,557,9.398252487,5.370173553,0.2377077399,6.480952952,16.74391335,nan,16.33422044,827.2261607,149.3224735,nan
264,1,1192,916,59,9377,33537,11.77851391,46.05337511,2.249203211,17.26356146,29.44912587,32.14198708,15.34252012,20908.08547,1529.062129,9116647
265,2,998,1224,45,5121,17958,10.52280426,17.04249011,0.7205917851,25.81390364,48.36467062,54.66874481,21.33959514,11418.39668,654.032434,nan
266,2,1221,1325,41,791,2613,12.82561016,13.75460268,0.5917559237,19.38031037,12.60515254,18.30978865,4.585932783,1763.708607,241.9024071,1442445.6
267,2,1040,1331,41,1393,2156,9.251148224,5.264082746,0.2114430332,26.20053515,18.62586826,31.29268559,9.974547138,3106.000113,403.1706785,741461.2
268,2,510,1564,41,1700,3159,6.755084515,12.18085599,0.5458506119,16.05972692,17.8392935,21.13674708,6.774520552,3790.524187,436.0216227,nan
269,2,608,1710,42,1558,3887,12.55491161,15.89096948,0.7606002872,12.18273664,29.41636815,25.23268442,15.88323811,3473.903931,394.2113301,2139960.5
270,2,915,2365,40,1343,2260,7.118220806,7.032184367,0.3102105164,14.55211965,37.16101375,33.44626758,17.95850897,2994.514107,373.3061838,nan
271,1,1143,642,48,10603,46389,10.30409336,36.52239792,1.675156116,36.5156008,44.67692535,63.24944236,23.83172692,23641.72232,1493.224735,14447502
272,2,1093,799,45,3147,6839,10.20571136,22.77406141,1.070597567,62.19028306,25.83819313,62.73516431,17.60735778,7016.929185,761.5446149,2062358
273,1,1555,909,44,5337,11604,7.916400433,18.80439384,0.800117773,53.15015877,38.86240241,71.74704506,23.49620279,11900.01623,1084.081158,nan
274,2,994,910,43,1682,4576,8.737509727,15.62336931,0.7022111488,16.68977785,12.11811413,14.97182396,2.241330151,3750.389225,430.0487237,228331.72
275,2,831,1125,43,1303,3397,7.300191879,11.86474259,0.4784442735,11.70066197,27.62265562,23.31867729,15.22554597,2905.325303,292.6720481,nan
276,2,947,1322,44,1715,2810,7.865439892,10.67116121,0.5183168717,43.77394509,11.02336744,31.06082264,15.10168157,3823.969988,492.7641626,nan
277,1,1376,1454,45,2980,10845,9.431555748,18.677609,0.7737457247,59.89194882,15.19619904,45.76711279,39.24555715,6644.565927,630.1408382,1983591.8
278,2,592,1513,41,399,632,8.630661011,5.170333426,0.1872498184,10.84896531,13.07096133,8.027811181,4.911869359,889.6583238,143.3495746,nan
279,2,928,1754,41,467,694,9.167451859,5.122690377,0.177079737,13.96459629,10.5611184,8.913026028,7.625466714,1041.279291,167.2411703,nan
280,2,577,1863,42,1151,2021,10.77046299,12.37182407,0.5854836957,10.53006933,31.86448617,24.00720592,10.28635057,2566.407846,364.3468354,2557038.2
281,2,1152,820,47,4307,12947,10.36419296,35.36683887,1.719661279,14.08041702,40.32186337,34.49544826,10.11552038,9603.404513,940.7315832,nan
282,2,1555,852,42,1114,1865,7.24021244,5.253563624,0.206743245,12.04971041,40.30711352,31.19463772,22.33286777,2483.908202,304.617846,nan
283,2,826,1159,43,1456,2611,6.965826035,8.70194073,0.3848732236,10.21477509,18.33393939,13.58658664,6.951643768,3246.47248,418.1029258,353741.56
284,2,1376,1454,45,2213,7555,9.431555748,17.10224156,0.7325355065,26.92151546,14.05256708,26.25621617,13.74488822,4934.370603,588.3305457,1364450.6
285,2,1313,1477,42,296,633,6.576478481,6.953057427,0.2906633647,10.33260761,8.399271245,nan,2.005066593,659.9971525,125.4308778,98650.055
286,2,565,1725,43,632,1142,8.738965034,6.994102864,0.2999089155,11.94555864,11.24333797,6.680732387,5.77226209,1409.183109,244.8888566,348005.25
287,2,563,1787,44,804,1497,10.33772469,10.54444937,0.4835285266,36.70492476,11.14272677,27.75693032,13.44914957,1792.694968,334.4823407,961538.7
288,2,1555,909,44,3808,8325,7.916400433,15.45023391,0.664438496,52.69017935,20.38105992,50.27244421,23.78621506,8490.774178,848.1516496,nan
289,2,921,1160,42,1312,2481,7.062200069,8.864330556,0.4204172906,13.7339153,26.80337913,25.73779453,12.08681127,2925.392784,373.3061838,70487.27
290,2,1446,1440,45,470,900,6.718105793,7.178123716,0.3454574479,21.71768686,8.878660465,14.11567253,13.01035757,1047.968452,170.2276198,nan
291,2,872,1455,47,2170,7647,7.881467342,24.45209731,1.148396358,23.96435715,13.96297849,23.95644279,12.09884024,4838.492638,450.95387,nan
292,2,621,1621,42,338,384,9.22595787,nan,nan,13.92174132,5.949823773,nan,6.993564172,753.6453971,140.3631251,nan
293,2,894,1634,44,1360,2424,6.87653923,8.727978261,0.3854095047,31.0347857,18.81100697,35.10466623,10.6639105,3032.419349,409.1435774,752209.25
294,2,503,1681,42,631,943,6.434679031,5.31602876,0.2275651637,9.942009005,23.62410261,17.61690845,12.59098035,1406.953389,220.9972608,nan
295,2,948,1761,43,387,412,8.446231842,nan,nan,17.63511247,10.79126877,13.87792624,8.929114917,862.9016825,155.2953725,nan
296,1,1165,394,57,2031,10525,11.10272884,42.48280047,1.804844517,13.42350397,39.32443902,32.93276629,25.50964043,4528.561543,444.9809711,2696282
297,2,1110,531,46,2737,6490,9.306776047,23.14025886,1.1476504,27.07282931,14.15947957,26.50765067,12.02274637,6102.74394,546.5202531,2293005.5
298,1,1143,642,48,9054,36796,10.30409336,31.32921389,1.429096817,35.99334554,44.78758312,62.84395672,20.62259969,20187.88587,1499.197634,11658981
299,1,1143,642,48,6864,27944,10.30409336,29.71885135,1.379842656,35.35238862,42.02720684,60.1302968,19.93339662,15304.79883,1081.094708,9064495
300,2,1110,867,45,488,968,9.670754433,7.04457678,0.3154964742,15.14864718,8.610449677,5.865395953,13.46444441,1088.103414,179.1869682,nan
301,2,931,1130,46,730,1140,6.977092743,7.215424199,0.3584252774,8.480686642,14.98008677,5.042959169,17.44346318,1627.69568,247.875306,2203.077
302,2,447,1365,47,3454,7538,6.684837818,17.58743407,0.8313081082,31.01901347,43.81697207,57.28108683,13.66144278,7701.453259,791.4091096,nan
303,2,1129,1354,44,463,717,7.727113724,5.222656417,0.2015088476,9.065219264,14.36165679,5.809925821,14.94413466,1032.360411,176.2005188,nan
304,2,861,1578,44,1060,2500,7.115047932,8.678401115,0.3778918113,27.59710574,12.18776388,24.05183762,16.82402892,2363.503316,262.8075534,nan
305,2,453,1828,47,592,1290,9.016296387,10.45840987,0.4643570644,7.594903186,12.69615282,nan,8.387166432,1319.994305,191.1327661,nan
306,2,1143,642,48,1790,5899,10.30409336,22.76327748,1.066509931,13.98444119,19.74181473,20.47533857,5.576987691,3991.198996,456.926769,1782171.4
307,1,1143,642,48,2437,7191,10.30409336,24.45603724,1.131379003,14.40195364,19.95958904,21.19684845,7.117624733,5433.827907,624.1679393,2188828.2
308,2,572,819,46,2934,5086,6.532975197,14.14242788,0.6758310592,47.2503474,26.52057996,54.78041909,16.23996897,6541.998802,651.0459845,nan
309,2,987,1157,48,1662,4353,6.481719971,10.43167556,0.4588623013,27.63548856,14.41051637,27.24038314,13.24056383,3705.794822,430.0487237,335513.97
310,2,917,1530,49,1705,2889,6.552270412,12.1629736,0.5462773701,26.99095594,16.51699492,29.45724866,12.93236642,3801.672787,447.9674206,nan
311,2,383,1555,46,1399,2036,6.445851326,8.742362707,0.3901548212,16.52258296,34.7234555,34.72344267,17.40004096,3119.378434,397.1977796,nan
312,2,1154,363,50,373,1109,9.397510529,14.07051425,0.6618465184,7.466752893,9.657529292,nan,1.14262979,831.6856009,152.308923,211656
313,2,1186,670,49,1770,3484,9.069698334,14.02187929,0.6498519453,50.84443381,8.018737767,27.6957104,43.45551279,3946.604594,597.2898941,1314657.5
314,2,1069,707,47,451,729,7.606710434,7.020004321,0.3057677402,15.56003252,8.743699849,7.01721069,7.821920226,1005.603769,170.2276198,231990.67
315,2,1337,1318,53,305,1157,10.38240623,15.76981145,0.7352368006,10.09635275,7.690625955,nan,2.313045082,680.0646335,137.3766756,272211.56
316,2,1412,1392,50,1282,3341,6.981323719,23.0889119,1.145810639,19.1745555,31.62746753,35.94689339,12.14981711,2858.501181,388.2384311,nan
317,1,1016,1512,47,2659,4374,8.632504463,5.135529669,0.1790241192,27.38203135,37.23640145,48.82529196,13.54314309,5928.825772,456.926769,nan
318,2,1016,1512,47,500,508,8.632504463,nan,nan,10.11301591,29.4368076,21.82563513,19.04231902,1114.860055,218.0108113,nan
319,2,829,1987,47,1078,1668,7.289719582,6.697130656,0.2361240232,14.46264661,26.34603854,26.39257997,11.5149982,2403.638278,286.6991492,nan
320,1,1207,1267,51,1284,3714,8.630681038,15.46949811,0.667297795,41.67698052,14.51673366,35.8943339,30.28506035,2862.960621,397.1977796,1185166.8
321,2,1010,1489,47,510,540,8.605908394,nan,nan,10.62967185,23.63504486,18.80396093,14.50419148,1137.157256,185.1598672,nan
322,2,795,1503,51,1632,3731,7.418851376,12.14922741,0.5371529175,43.6541476,16.70196266,40.20335318,25.64798987,3638.903219,480.8183647,nan
323,2,1040,769,52,3407,8667,9.089201927,17.66343502,0.8495874097,21.9371618,40.92765664,45.41084929,16.46180741,7596.656414,916.8399874,1732509.6
324,2,890,973,51,794,1206,6.841527462,8.693096544,0.3791230049,9.955819792,26.41949682,19.61518429,20.39734623,1770.397767,268.7804523,nan
325,2,1171,1248,53,518,1305,8.530003548,13.90720772,0.6327269581,14.11858161,10.18414446,8.347196002,8.466438455,1154.995017,179.1869682,362821.66
326,2,1207,1267,51,651,2025,8.630681038,10.28365147,0.4261553504,17.5147183,12.09606551,15.79715101,6.287717124,1451.547791,197.105665,707314.4
327,2,401,1822,48,650,1144,6.75932169,7.169177993,0.345856757,21.79183427,7.863369942,11.93857427,14.92483577,1449.318071,259.8211039,nan
328,2,1119,432,50,349,531,7.868191242,5.13597543,0.180200376,12.17705921,11.51234322,7.756632484,3.881167355,778.1723183,164.2547209,117918.37
329,2,1180,600,54,1062,1994,8.340813637,13.96168246,0.6422671883,7.607867889,14.33989635,nan,19.78560925,2367.962757,352.4010375,484562.1
330,2,767,972,51,1437,4627,9.553206444,8.538219649,0.3484373893,15.81711658,37.28277559,35.3264074,15.07307375,3204.107798,301.6313965,nan
331,1,1124,1307,63,12176,44879,9.484080315,33.08530323,1.517872323,115.5005865,34.65308406,101.3194792,33.65196303,27149.07206,1514.129881,11634517
332,2,1326,1391,50,500,888,7.693048954,14.10888432,0.6794593864,5.368007554,23.99801127,5.489539981,45.66819905,1114.860055,226.9701597,264955.72
333,2,963,1991,50,862,1666,7.137562752,6.818297192,0.2653765931,19.26342488,12.07059567,17.43977803,3.948000442,1922.018735,226.9701597,nan
334,1,1077,1342,51,5913,14562,8.393005371,19.20184745,0.88120221,42.64791783,53.29634586,75.47023271,16.99716267,13184.33501,1087.067607,4411726.5
335,2,1077,1342,51,1129,1535,8.393005371,10.62901611,0.5047239388,16.34119616,30.59378696,31.79243688,12.46114666,2517.354004,453.9403195,458505.34
336,1,891,2170,52,4698,10614,6.928696632,24.83796703,1.230163046,46.97448226,22.09589645,49.31892794,27.94820011,10475.22508,1051.230214,nan
337,2,1302,1638,54,4189,8330,7.223641872,15.58847113,0.6950245597,27.9612215,68.20121647,68.76542663,20.74102215,9340.29754,898.9212906,nan
338,2,1207,1804,58,1212,1928,7.033336163,14.75166448,0.8332047868,15.2520251,27.90053162,28.53365236,15.02650118,2702.420773,379.2790827,nan
339,2,1177,2021,54,2327,4936,6.473664761,14.0982979,0.6728095014,11.35133432,29.48188855,23.95892271,17.14748444,5188.558695,567.4253994,nan
340,2,891,2170,52,874,1054,6.928696632,5.18597882,0.1904240106,15.27110823,34.74211088,33.0400569,10.53064554,1948.775376,355.387487,nan
341,1,980,675,53,2152,4526,6.908817291,18.02036481,0.9358090278,21.15935022,32.36772734,38.72258575,13.56690007,4798.357676,468.8725668,nan
342,2,980,675,53,604,1059,6.908817291,6.816353664,0.2601497015,16.46563449,9.254071277,9.610904572,4.607253208,1346.750946,209.0514629,nan
343,2,1144,1212,55,954,2840,6.74628973,22.91154767,1.101973651,9.950111129,13.03838406,5.704780285,9.65445532,2127.152985,283.7126997,493743.72
344,1,1281,1221,57,12787,75607,14.20004654,43.852915,2.084022069,36.03506878,81.4703934,86.29682929,41.8575648,28511.43104,1600.736916,27420470
345,1,1281,1221,57,9041,45548,14.20004654,43.95917774,2.111358078,34.39658712,77.74401135,82.19329416,44.60743094,20158.89951,1281.186823,17927830
346,2,855,2206,54,2112,4244,6.715952396,12.18467765,0.5474971953,26.75331311,19.72404462,32.92521446,12.88082549,4709.168872,597.2898941,nan
347,2,1133,325,60,317,786,7.193900585,14.19322297,0.7012297273,6.434814083,8.51492916,nan,1.238281653,706.8212748,155.2953725,nan
348,2,1243,750,55,429,704,6.834922791,6.97157959,0.2973193422,17.25200875,8.26978305,8.168760605,14.72343338,956.5499271,167.2411703,nan
349,2,1180,807,57,737,1637,9.349952698,8.812173982,0.4036244533,12.0091062,14.53589849,12.28823269,3.22597689,1643.303721,253.848205,389334.9
350,2,1027,1372,55,1187,2415,8.356903076,7.09008812,0.3225600288,14.60579995,36.59004594,33.19469935,15.41412666,2646.67777,382.2655322,905657.4
351,2,1395,2024,54,589,864,6.426757336,5.133102315,0.183453579,10.46579922,16.20027382,11.73673775,10.33778032,1313.305145,212.0379124,nan
352,2,1165,394,57,778,2782,11.10272884,17.37484043,0.7948920574,17.09599734,10.9158401,13.52226544,5.275789317,1734.722245,235.9295082,812957.6
353,2,1153,692,57,500,859,9.311490059,8.655765674,0.370435599,15.08113914,9.469507234,8.191466868,7.652678307,1114.860055,188.1463166,286623.1
354,1,1281,1221,57,4082,15477,14.20004654,35.20884525,1.709945282,26.11757426,49.23767562,55.56732349,17.9861379,9101.717488,863.0838969,6223293.5
355,2,963,1416,56,819,1729,7.338654041,6.806488265,0.2638618777,27.23425433,8.912874393,18.19714584,18.68858585,1826.14077,250.8617555,nan
356,2,1036,1545,57,1230,2031,6.391415119,8.643799889,0.3675975013,20.95430694,5.281562059,nan,49.71424869,2742.555735,322.5365428,nan
357,1,1444,1895,57,5022,11621,10.04914093,15.04521045,0.5946658371,17.80611973,29.9964608,33.18250535,8.960006732,11197.65439,1155.755945,nan
358,2,1413,1860,59,1093,1899,7.280642033,10.58587544,0.500555471,29.66478243,11.27366801,23.94635418,20.51707234,2437.08408,340.4552396,nan
359,2,1138,597,61,1499,4743,11.02624321,19.25541482,0.9021715409,11.95323331,25.17638424,22.02114698,12.2109092,3342.350444,301.6313965,997350.06
360,1,1192,916,59,2434,6329,11.77851391,15.55267653,0.6952932544,18.08411215,48.47298836,44.78846567,33.30810536,5427.138747,582.3576467,1802294.8
361,1,1192,916,59,1570,4166,11.77851391,13.86184765,0.6194234988,12.02865823,32.50548902,26.8867369,14.10632091,3500.660572,388.2384311,1130522.1
362,2,1192,916,59,1060,2407,11.77851391,10.66694537,0.5256399217,13.11702521,16.17768886,15.82589264,3.550073345,2363.503316,325.5229923,nan
363,1,1281,1221,57,2628,8993,14.20004654,24.42788143,1.127099892,35.80438451,22.88653695,43.06958655,11.54755643,5859.704448,603.262793,nan
364,2,1281,1221,57,1954,6589,14.20004654,21.01079752,0.9805441247,16.31064338,32.33529119,32.91421238,15.92699397,4356.873094,447.9674206,2872082.5
365,2,1444,1895,57,2632,7066,10.04914093,11.79045616,0.4865264548,16.64169047,28.65765215,30.82065494,5.788670628,5868.623329,513.6693089,nan
366,2,995,636,60,1479,2673,6.795419693,10.57670823,0.4979780972,24.11333802,11.15285751,20.00895353,7.545338772,3297.756042,355.387487,nan
367,2,1460,1987,61,1756,5082,10.26263523,13.67914113,0.5925733187,12.96307725,34.10456455,29.29040817,11.13181007,3915.388513,406.157128,nan
368,2,982,2312,57,416,771,7.42032671,6.84928459,0.2791834645,11.25423211,9.385466125,nan,6.156047527,927.5635656,143.3495746,nan
369,2,1237,760,57,797,1915,6.669796944,12.77854599,0.6902287142,15.39674962,11.20071285,12.05939694,5.553662436,1777.086927,226.9701597,nan
