Identifier,,Lat,Lon,MajAxis,MinAxis,PosAng,VLSR,vel disp,d,Reff,N0H2,mass,density,n,alphavir,xrad,vel disp not fwhm
G109.277-00.980-054.30,,109.277,-0.98,110,46,-145,-54.3,0.71,4.56,1.79,8.30E+20,657.8,65.6,401,1.6,3.4189,0.3015092391
G109.279+02.315-077.94,,109.279,2.315,191,64,-167,-77.94,0.71,6.8,4.22,5.00E+20,1334,23.8,61,1.8,8.0602,0.3015092391
G109.318-00.418-046.99,,109.318,-0.418,147,43,53,-46.99,1.63,3.92,1.73,4.10E+20,224.6,23.8,150,23.7,3.3043,0.6921972672
G109.328-01.260-047.39,,109.328,-1.26,168,78,-152,-47.39,1.05,3.95,2.55,4.40E+20,494.5,24.1,103,6.6,4.8705,0.4458939452
G109.385+03.103-011.45,,109.385,3.103,290,216,108,-11.45,0.88,0.31,0.44,6.30E+20,10.4,17.3,430,38.1,0.8404,0.3737015921
G109.389+05.163+000.33,,109.389,5.163,242,123,103,0.33,0.61,0.27,0.27,3.40E+20,2.7,12.1,491,41.8,0.5157,0.2590431491
G109.463+02.444-060.75,,109.463,2.444,88,62,123,-60.75,1.3,5.12,2.08,7.30E+20,835,61.4,322,4.9,3.9728,0.5520591702
G109.511-00.602-047.92,,109.511,-0.602,342,189,163,-47.92,1.71,3.99,5.78,7.60E+20,3873.8,36.9,69,5,11.0398,0.7261701392
G109.513+01.205-008.32,,109.513,1.205,106,72,116,-8.32,1.55,0.79,0.39,9.90E+20,39.8,84.9,2402,27,0.7449,0.6582243952
G109.516+03.624-010.26,,109.516,3.624,657,275,144,-10.26,1.49,0.67,1.62,1.40E+21,1016.5,123,828,4.1,3.0942,0.6327447412
G109.532+03.946+000.63,,109.532,3.946,345,270,46,0.63,0.51,0.24,0.43,4.00E+20,8.6,15.1,387,14.9,0.8213,0.2165770591
G109.537+00.571-051.30,,109.537,0.571,132,70,160,-51.3,1.5,4.28,2.3,6.20E+20,809.7,48.9,232,7.4,4.393,0.6369913502
G109.557-04.154-033.29,,109.557,-4.154,309,135,-145,-33.29,2.22,2.75,3.2,1.00E+21,2160.5,67.1,229,8.4,6.112,0.9427471983
G109.560+02.937-084.24,,109.56,2.937,111,35,147,-84.24,0.84,7.46,2.53,5.00E+20,668.6,33.3,144,3.1,4.8323,0.3567151561
G109.604-01.169-038.18,,109.604,-1.169,175,70,100,-38.18,2.41,3.16,1.96,5.30E+20,255.2,21.1,117,51.8,3.7436,1.023432769
G109.611-01.027-033.52,,109.611,-1.027,173,77,175,-33.52,1.48,2.77,1.8,1.20E+21,1161.6,114.2,693,3.9,3.438,0.6284981322
G109.673+00.502-047.72,,109.673,0.502,152,83,-165,-47.72,1.04,3.96,2.5,4.40E+20,334.6,17.1,74,9.3,4.775,0.4416473361
G109.684+01.023-011.45,,109.684,1.023,226,151,64,-11.45,0.9,0.73,0.77,7.80E+20,93.8,51,728,7.7,1.4707,0.3821948101
G109.688+02.454-062.56,,109.688,2.454,107,50,84,-62.56,0.57,5.27,2.11,4.10E+20,349.3,24.9,128,2.3,4.0301,0.2420567131
G109.691+01.888-057.11,,109.691,1.888,660,474,85,-57.11,3.05,4.78,15.27,1.50E+21,82015.2,111.9,80,2,29.1657,1.295215745
G109.705+01.823+005.43,,109.705,1.823,2226,851,63,5.43,1.7,0.24,1.92,1.00E+21,641.3,55.5,315,10,3.6672,0.7219235302
G109.719+03.198-031.55,,109.719,3.198,101,52,166,-31.55,1.04,2.59,1.03,4.00E+20,95.4,28.9,307,13.5,1.9673,0.4416473361
G109.726-01.414-048.17,,109.726,-1.414,521,178,-156,-48.17,1.61,4,6.95,1.40E+21,12344.6,81.3,127,1.7,13.2745,0.6837040492
G109.737-04.004-043.53,,109.737,-4.004,230,88,152,-43.53,0.67,3.6,2.9,7.10E+20,803,30.3,114,1.9,5.539,0.2845228031
G109.742+02.192-033.78,,109.742,2.192,338,133,121,-33.78,1.27,2.77,3.35,6.30E+20,1121.6,31.8,103,5.6,6.3985,0.5393193432
G109.761-00.734-037.55,,109.761,-0.734,169,47,-173,-37.55,0.83,3.09,1.54,3.60E+20,131,17.6,125,9.3,2.9414,0.3524685471
G109.795+03.403-074.40,,109.795,3.403,160,121,72,-74.4,1.88,6.41,5.07,5.30E+20,2702.5,33.5,72,7.7,9.6837,0.7983624923
G109.814+02.773-063.80,,109.814,2.773,159,53,-179,-63.8,1.58,5.38,2.77,6.00E+20,859.5,35.6,140,9.3,5.2907,0.6709642222
G109.817+03.152-033.37,,109.817,3.152,142,94,75,-33.37,0.99,2.73,1.78,4.10E+20,198.8,20,122,10.2,3.3998,0.4204142911
G109.819+00.985-005.70,,109.819,0.985,96,72,109,-5.7,1.87,0.77,0.36,4.80E+20,10.4,26,796,139.2,0.6876,0.7941158833
G109.837+02.673-061.98,,109.837,2.673,204,94,-158,-61.98,2.14,5.21,4.09,8.40E+20,2756.5,52.4,139,7.9,7.8119,0.9087743263
G109.846+04.011-015.92,,109.846,4.011,108,61,55,-15.92,0.92,0.73,0.33,1.10E+21,34.5,102.2,3406,9.3,0.6303,0.3906880281
G109.856-04.373-045.27,,109.856,-4.373,230,92,-171,-45.27,0.99,3.74,3.08,4.30E+20,487.1,16.3,58,7.2,5.8828,0.4204142911
G109.860-01.988-039.25,,109.86,-1.988,119,54,55,-39.25,1.15,3.23,1.43,4.60E+20,141,22,167,15.5,2.7313,0.4883600352
G109.890+03.064-064.80,,109.89,3.064,348,138,-145,-64.8,1.76,5.47,6.83,1.00E+21,10940.7,74.6,119,2.2,13.0453,0.7474031843
G109.911+04.267+002.05,,109.911,4.267,187,75,-154,2.05,0.45,0.26,0.17,2.30E+20,1,11,698,38.6,0.3247,0.1910974051
G109.914+02.822-080.51,,109.914,2.822,250,229,85,-80.51,1.37,7.04,9.61,9.80E+20,14408.8,49.7,56,1.4,18.3551,0.5817854332
G109.915-01.249-033.46,,109.915,-1.249,458,265,140,-33.46,1.77,2.74,5.45,1.70E+21,9730.8,104.4,209,2,10.4095,0.7516497933
G109.916+00.642-007.08,,109.916,0.642,230,162,60,-7.08,0.87,0.82,0.9,8.30E+20,120.8,47.8,582,6.5,1.719,0.3694549831
G109.927+04.463+001.89,,109.927,4.463,340,125,-179,1.89,0.81,0.26,0.3,4.50E+20,7.2,24.9,898,31.7,0.573,0.3439753291
G109.969-00.207-048.96,,109.969,-0.207,2596,1066,-152,-48.96,4.85,4.05,38.47,4.40E+21,1104361.7,237.5,67,0.9,73.4777,2.059605366
G109.984+03.901-067.97,,109.984,3.901,160,49,52,-67.97,1.14,5.76,2.85,6.30E+20,976.7,38.3,146,4.4,5.4435,0.4841134262
G109.991-01.963-041.87,,109.991,-1.963,225,68,-167,-41.87,1.52,3.45,2.41,9.20E+20,1002.1,55.1,250,6.4,4.6031,0.6454845682
G109.999-05.077-042.46,,109.999,-5.077,300,74,122,-42.46,1.04,3.49,2.96,6.30E+20,822.9,29.9,110,4.5,5.6536,0.4416473361
G110.013+03.635-008.05,,110.013,3.635,161,94,98,-8.05,1.3,0.33,0.23,4.30E+20,3.9,24.4,1180,113.4,0.4393,0.5520591702
G110.051-01.941-056.48,,110.051,-1.941,163,94,179,-56.48,0.92,4.71,3.29,1.30E+21,3160.1,92.7,307,1,6.2839,0.3906880281
G110.068+03.154-033.77,,110.068,3.154,138,54,-152,-33.77,0.98,2.75,1.33,4.50E+20,160.9,29,239,9.2,2.5403,0.4161676821
G110.082-02.170-014.61,,110.082,-2.17,113,58,98,-14.61,0.4,0.26,0.12,3.10E+20,0.7,17.2,1617,30.2,0.2292,0.1698643601
G110.122-02.946+004.85,,110.122,-2.946,185,59,-140,4.85,1.48,0.22,0.13,4.60E+20,1.4,24.9,2060,246.4,0.2483,0.6284981322
G110.175-05.193-036.99,,110.175,-5.193,281,64,-152,-36.99,1.09,3.02,2.29,7.10E+20,544,33,157,5.8,4.3739,0.4628803812
G110.223+02.521-063.30,,110.223,2.521,203,158,-148,-63.3,1.33,5.31,5.39,1.70E+21,11114.1,121.7,246,1,10.2949,0.5647989972
G110.233+04.774+000.36,,110.233,4.774,244,97,-139,0.36,0.58,0.31,0.27,2.30E+20,1.8,7.9,320,59.2,0.5157,0.2463033221
G110.237-00.926-002.61,,110.237,-0.926,97,59,105,-2.61,0.81,0.21,0.09,2.90E+20,0.3,11.3,1446,248.7,0.1719,0.3439753291
G110.241+02.884-055.67,,110.241,2.884,133,41,137,-55.67,0.88,4.61,1.88,4.40E+20,261.8,23.6,136,6.4,3.5908,0.3737015921
G110.246+04.042+000.34,,110.246,4.042,329,132,-172,0.34,1.32,0.29,0.34,6.40E+20,20.3,54.8,1739,34.3,0.6494,0.5605523882
G110.250+00.659-052.39,,110.25,0.659,449,95,-173,-52.39,1.39,4.33,5.08,5.60E+20,2316.2,28.5,61,4.9,9.7028,0.5902786512
G110.262+03.554+004.70,,110.262,3.554,2135,589,-179,4.7,1.61,0.27,1.75,6.90E+20,269.6,27.9,173,19.6,3.3425,0.6837040492
G110.281+02.411-058.99,,110.281,2.411,83,58,67,-58.99,1.57,4.91,1.87,7.80E+20,713,64.6,376,7.5,3.5717,0.6667176132
G110.316-05.016-039.98,,110.316,-5.016,251,76,82,-39.98,1.32,3.27,2.56,9.00E+20,958.1,46.5,198,5.4,4.8896,0.5605523882
G110.352+01.788-056.43,,110.352,1.788,631,244,66,-56.43,3.08,4.68,10.49,9.40E+20,11793,34.1,35,9.8,20.0359,1.307955572
G110.369+03.672-074.17,,110.369,3.672,259,197,66,-74.17,0.95,6.35,8.15,6.10E+20,6251.6,29.9,40,1.4,15.5665,0.4034278551
G110.377+03.414-072.06,,110.377,3.414,461,126,-144,-72.06,1.43,6.14,8.45,7.70E+20,11220.2,50.1,64,1.8,16.1395,0.6072650872
G110.377-00.773-055.73,,110.377,-0.773,140,41,161,-55.73,1.04,4.62,1.93,5.00E+20,446.3,38,214,5.5,3.6863,0.4416473361
G110.381+03.154-031.97,,110.381,3.154,190,140,80,-31.97,1.01,2.59,2.4,6.40E+20,723.5,40,182,3.9,4.584,0.4289075091
G110.407-01.305-054.05,,110.407,-1.305,129,35,64,-54.05,0.7,4.47,1.65,6.00E+20,385.5,45.2,299,2.4,3.1515,0.2972626301
G110.434-01.979-046.47,,110.434,-1.979,132,52,80,-46.47,2.04,3.81,1.75,8.10E+20,675.5,70,435,12.5,3.3425,0.8663082363
G110.476+04.501+001.00,,110.476,4.501,227,101,137,1,0.98,0.39,0.33,3.00E+20,6.4,18.6,614,57.6,0.6303,0.4161676821
G110.488-01.723-047.45,,110.488,-1.723,479,164,62,-47.45,1.79,3.89,6.22,1.20E+21,8486.1,69.9,122,2.7,11.8802,0.7601430113
G110.549+02.647-005.78,,110.549,2.647,207,70,149,-5.78,0.76,0.19,0.13,4.90E+20,1.9,35.3,2923,45.4,0.2483,0.3227422841
G110.560+02.424-001.24,,110.56,2.424,158,93,154,-1.24,0.85,0.21,0.14,5.30E+20,2,32.2,2503,58.6,0.2674,0.3609617651
G110.596+02.440-030.93,,110.596,2.44,448,159,162,-30.93,1.23,2.49,3.79,1.10E+21,3193.3,70.9,204,2.1,7.2389,0.5223329072
G110.616+04.100-072.47,,110.616,4.1,199,76,66,-72.47,0.78,6.17,4.28,3.40E+20,1150,20,51,2.6,8.1748,0.3312355021
G110.621+03.273-041.97,,110.621,3.273,115,39,103,-41.97,0.87,3.41,1.26,3.40E+20,83.8,16.9,146,13.2,2.4066,0.3694549831
G110.637-02.152-050.96,,110.637,-2.152,236,52,-178,-50.96,0.56,4.19,2.61,4.50E+20,475.3,22.2,92,2,4.9851,0.2378101041
G110.664+03.297-003.29,,110.664,3.297,191,84,139,-3.29,0.99,0.24,0.18,7.00E+20,5.1,52.9,3302,39.3,0.3438,0.4204142911
G110.684-03.772-030.76,,110.684,-3.772,159,68,117,-30.76,1.18,2.48,1.45,8.60E+20,427.1,64.8,488,5.5,2.7695,0.5010998622
G110.695+01.818-009.56,,110.695,1.818,4269,1618,-174,-9.56,2.55,0.77,11.58,3.00E+21,59163.6,140.5,132,1.5,22.1178,1.082885295
G110.716+01.044-003.71,,110.716,1.044,120,89,98,-3.71,1.13,0.82,0.48,6.80E+20,37.9,53.3,1222,18.6,0.9168,0.4798668172
G110.727+02.636-068.84,,110.727,2.636,585,163,119,-68.84,1.86,5.81,10.23,1.10E+21,24375.3,74.1,79,1.7,19.5393,0.7898692743
G110.756-00.931-040.57,,110.756,-0.931,173,56,157,-40.57,2.19,3.29,1.81,5.20E+20,239.8,23.4,141,41.8,3.4571,0.9300073713
G110.761+03.670-034.16,,110.761,3.67,327,90,154,-34.16,0.91,2.75,2.69,5.10E+20,773.4,34,138,3.3,5.1379,0.3864414191
G110.814-02.447-047.66,,110.814,-2.447,418,164,-135,-47.66,1.64,3.89,5.81,1.30E+21,5627.9,53.2,100,3.2,11.0971,0.6964438762
G110.817+03.225-038.74,,110.817,3.225,122,64,76,-38.74,0.7,3.13,1.54,5.30E+20,303.7,41,291,2.9,2.9414,0.2972626301
G110.836+03.971-069.56,,110.836,3.971,294,119,-149,-69.56,0.92,5.87,6.24,6.10E+20,4604.8,37.6,65,1.3,11.9184,0.3906880281
G110.846+03.208-030.30,,110.846,3.208,687,274,167,-30.3,1.42,2.43,6.02,9.00E+20,6575.9,57.8,105,2.1,11.4982,0.6030184782
G110.860-02.281-035.78,,110.86,-2.281,81,46,-178,-35.78,1.35,2.89,0.95,6.10E+20,164.5,57.8,664,12.2,1.8145,0.5732922152
G110.864+00.951-011.08,,110.864,0.951,178,63,-149,-11.08,0.57,0.71,0.42,7.70E+20,36.6,65.2,1687,4.3,0.8022,0.2420567131
G110.873+05.096-062.14,,110.873,5.096,90,84,85,-62.14,1.25,5.15,2.49,4.50E+20,683.5,35.2,154,6.5,4.7559,0.5308261252
G110.889-01.232-005.74,,110.889,-1.232,266,131,-146,-5.74,0.8,0.27,0.29,6.70E+20,12.2,46.1,1733,17.7,0.5539,0.3397287201
G110.890-04.353-020.55,,110.89,-4.353,170,56,78,-20.55,1.44,0.26,0.14,6.80E+20,2.4,38.5,2973,139.6,0.2674,0.6115116962
G110.898+02.872-047.15,,110.898,2.872,167,45,94,-47.15,1.2,3.84,1.85,3.60E+20,196.9,18.4,108,15.7,3.5335,0.5095930802
G110.904+02.871-013.60,,110.904,2.871,186,58,-138,-13.6,0.75,0.19,0.11,4.30E+20,1,25.6,2473,72,0.2101,0.3184956751
G110.907-01.414-045.43,,110.907,-1.414,169,76,177,-45.43,0.97,3.7,2.36,9.10E+20,999.4,57,263,2.6,4.5076,0.4119210731
G110.919-03.675-005.35,,110.919,-3.675,256,103,174,-5.35,0.61,0.24,0.23,2.40E+20,1.9,12,579,50.7,0.4393,0.2590431491
G110.934-00.015-051.26,,110.934,-0.015,241,146,-146,-51.26,2.04,4.2,4.48,1.50E+21,6411.9,101.7,248,3.4,8.5568,0.8663082363
G110.961+03.249-015.12,,110.961,3.249,406,254,104,-15.12,2.32,1.73,3.16,1.50E+21,2654.3,84.5,291,7.4,6.0356,0.9852132883
G111.039+03.009-040.18,,111.039,3.009,244,109,-138,-40.18,1.23,3.24,3,1.40E+21,3586.5,126.6,460,1.5,5.73,0.5223329072
G111.107-01.517-053.44,,111.107,-1.517,124,66,141,-53.44,1.17,4.38,2.22,7.00E+20,630.7,40.8,200,5.6,4.2402,0.4968532532
G111.108-03.733-004.08,,111.108,-3.733,1185,661,113,-4.08,1.2,0.21,1.04,5.90E+20,74.5,22,231,23.4,1.9864,0.5095930802
G111.118+03.282-051.69,,111.118,3.282,108,52,155,-51.69,0.92,4.21,1.75,3.00E+20,174.8,18.3,114,9.8,3.3425,0.3906880281
G111.123-03.755-030.67,,111.123,-3.755,195,99,-167,-30.67,2.14,2.45,1.93,7.50E+20,566.7,48.3,273,18,3.6863,0.9087743263
G111.165+05.086-055.09,,111.165,5.086,172,93,-153,-55.09,1.75,4.5,3.22,4.80E+20,952.6,29.2,99,12,6.1502,0.7431565753
G111.173+01.355-049.36,,111.173,1.355,212,61,-176,-49.36,1.71,4.02,2.57,7.90E+20,1155.6,55.8,237,7.6,4.9087,0.7261701392
G111.185-00.407-048.48,,111.185,-0.407,93,64,-165,-48.48,0.78,3.95,1.68,5.40E+20,326,36.7,238,3.6,3.2088,0.3312355021
G111.209+00.710-031.85,,111.209,0.71,262,179,153,-31.85,1.22,2.54,3.14,6.40E+20,984,31.8,110,5.5,5.9974,0.5180862982
G111.210+00.074-052.59,,111.21,0.074,248,103,178,-52.59,2.08,4.3,3.9,1.10E+21,3750.8,78.7,220,5.2,7.449,0.8832946723
G111.229+03.672-028.73,,111.229,3.672,232,78,-170,-28.73,1.39,2.28,1.74,4.40E+20,238.2,25,156,16.4,3.3234,0.5902786512
G111.235+03.383-068.80,,111.235,3.383,687,389,82,-68.8,2.85,5.78,17.06,8.00E+20,44702.2,48.9,31,3.6,32.5846,1.210283565
G111.241+04.339-010.67,,111.241,4.339,259,99,125,-10.67,0.84,0.58,0.52,9.40E+20,56.8,65.6,1365,7.6,0.9932,0.3567151561
G111.254+02.633-049.50,,111.254,2.633,165,85,-140,-49.5,1.62,4.02,2.68,6.20E+20,861.8,38.2,155,9.5,5.1188,0.6879506582
G111.271+04.908-057.50,,111.271,4.908,252,122,45,-57.5,1.32,4.71,4.68,8.30E+20,3205.3,46.5,108,2.9,8.9388,0.5605523882
G111.294-00.727-045.13,,111.294,-0.727,727,381,126,-45.13,2.41,3.65,10.97,2.60E+21,66769.6,176.6,175,1.1,20.9527,1.023432769
G111.296+01.460-009.98,,111.296,1.46,235,71,53,-9.98,0.71,0.79,0.58,6.30E+20,41.2,39.2,740,8.3,1.1078,0.3015092391
G111.356+03.814-049.39,,111.356,3.814,161,43,138,-49.39,0.5,4,1.86,4.00E+20,230.4,21.1,123,2.4,3.5526,0.2123304501
G111.370+00.292-012.57,,111.37,0.292,171,40,144,-12.57,0.93,0.69,0.32,6.40E+20,12.5,39.6,1368,25.6,0.6112,0.3949346371
G111.376+02.532-035.91,,111.376,2.532,186,102,166,-35.91,0.81,2.87,2.24,4.50E+20,319,20.3,99,5.3,4.2784,0.3439753291
G111.445+03.032-058.61,,111.445,3.032,148,91,177,-58.61,3.24,4.82,3.16,9.60E+20,2137.3,68,235,18,6.0356,1.375901316
G111.470+00.785-052.96,,111.47,0.785,1431,835,-152,-52.96,3.63,4.32,26.97,5.70E+21,960549.4,420.4,170,0.4,51.5127,1.541519068
G111.472+02.417-051.50,,111.472,2.417,1053,624,142,-51.5,4.02,4.19,19.4,1.50E+21,79820.3,67.5,38,4.5,37.054,1.707136819
G111.482+03.537-032.95,,111.482,3.537,224,71,136,-32.95,0.67,2.61,1.86,4.90E+20,287.2,26.5,155,3.4,3.5526,0.2845228031
G111.501-00.001-046.86,,111.501,-0.001,128,83,169,-46.86,1.53,3.79,2.19,2.40E+21,3421.2,227,1132,1.7,4.1829,0.6497311772
G111.503-00.254-045.19,,111.503,-0.254,195,72,128,-45.19,0.74,3.65,2.45,6.40E+20,731.4,38.8,173,2.1,4.6795,0.3142490661
G111.523+03.330-057.05,,111.523,3.33,226,110,105,-57.05,1.28,4.67,4.18,1.20E+21,4230.7,77.2,201,1.9,7.9838,0.5435659522
G111.529-02.559-039.08,,111.529,-2.559,2273,1691,133,-39.08,4.52,3.13,35.03,3.30E+21,763606.2,198,61,1.1,66.9073,1.919467269
G111.566+03.290-013.00,,111.566,3.29,390,318,64,-13,1.95,0.73,1.46,1.10E+21,401,59.6,445,16.1,2.7886,0.8280887553
G111.649+03.017-051.76,,111.649,3.017,213,71,156,-51.76,1.9,4.2,2.93,1.20E+21,2314.2,85.9,320,5.3,5.5963,0.8068557103
G111.663+04.106-030.25,,111.663,4.106,767,714,-140,-30.25,1.28,2.38,10.06,9.00E+20,12653.7,39.8,43,1.5,19.2146,0.5435659522
G111.708+03.731-019.67,,111.708,3.731,89,39,108,-19.67,0.98,0.77,0.25,7.10E+20,11.1,58.4,2596,24.6,0.4775,0.4161676821
G111.733+02.882-012.34,,111.733,2.882,238,72,177,-12.34,0.82,0.65,0.48,1.20E+21,78.2,106.7,2415,4.8,0.9168,0.3482219381
G111.737+02.168-048.86,,111.737,2.168,241,177,-170,-48.86,1.88,3.94,4.63,7.00E+20,2273.4,33.8,79,8.3,8.8433,0.7983624923
G111.788-01.887-006.13,,111.788,-1.887,148,70,88,-6.13,1.16,0.29,0.17,9.00E+20,5.5,64.2,4239,46.5,0.3247,0.4926066442
G111.804-03.748-042.02,,111.804,-3.748,105,36,81,-42.02,1.27,3.36,1.12,7.40E+20,248.3,63.2,617,8.4,2.1392,0.5393193432
G111.814+00.021-046.82,,111.814,0.021,235,43,142,-46.82,1.61,3.77,2.13,1.10E+21,1236.6,86.5,442,5.2,4.0683,0.6837040492
G111.832+03.744-015.40,,111.832,3.744,118,68,134,-15.4,1.78,0.61,0.31,1.20E+21,30.2,102.5,3660,37.3,0.5921,0.7558964023
G111.838+01.893-051.39,,111.838,1.893,210,138,57,-51.39,1.41,4.16,4.02,1.50E+21,5997.5,118,320,1.6,7.6782,0.5987718692
G111.840+02.941-021.35,,111.84,2.941,157,66,146,-21.35,1.33,0.69,0.39,6.30E+20,21.7,44.4,1228,37.1,0.7449,0.5647989972
G111.863+03.467-011.97,,111.863,3.467,110,95,136,-11.97,0.99,0.73,0.42,7.00E+20,30.7,56.4,1481,15.5,0.8022,0.4204142911
G111.863+02.985-073.78,,111.863,2.985,828,384,72,-73.78,5.24,6.25,20.12,1.00E+21,63300.5,49.8,27,10.1,38.4292,2.225223117
G111.869+01.780-045.42,,111.869,1.78,313,129,-141,-45.42,0.95,3.64,4.16,9.70E+20,2285.3,42.1,110,1.9,7.9456,0.4034278551
G111.873+02.799-064.29,,111.873,2.799,79,50,120,-64.29,1.71,5.32,1.8,6.60E+20,559.5,54.8,332,10.9,3.438,0.7261701392
G111.884+03.987-051.41,,111.884,3.987,151,47,46,-51.41,1.19,4.15,1.94,6.20E+20,433,36.6,205,7.4,3.7054,0.5053464712
G111.886+02.341-079.22,,111.886,2.341,185,58,104,-79.22,1.45,6.83,3.96,8.00E+20,3532.3,71.7,197,2.7,7.5636,0.6157583052
G111.889+04.430-020.30,,111.889,4.43,333,109,62,-20.3,1.71,0.73,0.79,1.10E+21,136.6,69.5,959,19.5,1.5089,0.7261701392
G111.944+02.968-047.56,,111.944,2.968,149,68,79,-47.56,0.91,3.82,2.15,9.40E+20,880.3,60.5,307,2.4,4.1065,0.3864414191
G111.950-05.105-044.93,,111.95,-5.105,361,105,175,-44.93,1.43,3.6,3.98,6.00E+20,1498.1,30.1,82,6.3,7.6018,0.6072650872
G111.954+03.236+000.64,,111.954,3.236,870,156,160,0.64,1.1,0.69,1.45,6.30E+20,151.8,23,173,13.3,2.7695,0.4671269902
G111.959+03.619-072.88,,111.959,3.619,146,44,145,-72.88,1.24,6.15,2.73,5.30E+20,1042.8,44.4,177,4.7,5.2143,0.5265795162
G111.963+02.939-068.85,,111.963,2.939,125,51,-160,-68.85,1.29,5.76,2.55,4.60E+20,623.4,30.4,130,7.9,4.8705,0.5478125612
G111.987+03.273-009.07,,111.987,3.273,502,250,-178,-9.07,3.11,0.69,1.39,1.00E+21,463.5,76.3,599,33.7,2.6549,1.320695399
G112.004+02.346-063.41,,112.004,2.346,103,65,74,-63.41,0.93,5.24,2.38,3.70E+20,319.5,18,82,7.5,4.5458,0.3949346371
G112.014+01.931-049.51,,112.014,1.931,152,122,72,-49.51,1.03,3.99,3.07,9.50E+20,2216.6,74.9,266,1.7,5.8637,0.4374007271
G112.054+02.255-048.45,,112.054,2.255,409,175,92,-48.45,3.2,3.89,5.93,1.40E+21,8257.8,74.7,137,8.5,11.3263,1.35891488
G112.063+02.281-090.94,,112.063,2.281,271,68,118,-90.94,0.63,8.16,6.28,3.50E+20,1774.9,14.3,24,1.6,11.9948,0.2675363671
G112.068+03.286-075.52,,112.068,3.286,89,60,142,-75.52,1.49,6.42,2.58,5.10E+20,717.5,34.2,144,9.2,4.9278,0.6327447412
G112.077-03.806-001.19,,112.077,-3.806,369,172,87,-1.19,0.68,0.27,0.39,3.90E+20,8.7,17.8,495,24,0.7449,0.2887694121
G112.101+02.758-054.02,,112.101,2.758,226,160,-177,-54.02,1.55,4.38,4.73,1.20E+21,6756.1,96.1,222,2,9.0343,0.6582243952
G112.104-03.012-049.86,,112.104,-3.012,177,68,108,-49.86,0.67,4.02,2.49,6.60E+20,570.1,29.3,128,2.3,4.7559,0.2845228031
G112.134-04.126-036.89,,112.134,-4.126,110,81,-137,-36.89,3.35,2.92,1.55,7.00E+20,375.4,49.8,351,53.8,2.9605,1.422614015
G112.157+02.915-055.09,,112.157,2.915,209,54,-145,-55.09,1.73,4.47,2.68,6.80E+20,1010.5,44.7,182,9.2,5.1188,0.7346633572
G112.159+05.109-010.93,,112.159,5.109,554,360,166,-10.93,1.63,0.82,2.09,1.00E+21,910.3,66.6,349,7.1,3.9919,0.6921972672
G112.171+00.205-045.52,,112.171,0.205,130,86,121,-45.52,1.37,3.64,2.17,1.20E+21,1172.7,79.4,400,4,4.1447,0.5817854332
G112.197+05.178-052.51,,112.197,5.178,244,125,-144,-52.51,0.83,4.22,4.19,8.20E+20,2970.1,53.8,140,1.1,8.0029,0.3524685471
G112.203-03.726-042.43,,112.203,-3.726,233,111,118,-42.43,1.81,3.38,3.08,7.40E+20,936.2,31.4,111,12.5,5.8828,0.7686362293
G112.218-02.382-001.02,,112.218,-2.382,4375,1347,170,-1.02,2.36,0.27,3.8,8.00E+20,1654.3,36.5,105,14.8,7.258,1.002199724
G112.226-03.063-038.83,,112.226,-3.063,152,92,176,-38.83,1.74,3.08,2.05,1.30E+21,1265.4,96,512,5.7,3.9155,0.7389099663
G112.227+02.561-078.15,,112.227,2.561,131,26,133,-78.15,0.83,6.7,2.12,3.40E+20,342,24.3,125,5,4.0492,0.3524685471
G112.245+02.390-078.38,,112.245,2.39,447,339,127,-78.38,1.54,6.72,14.93,7.90E+20,22418.7,32,23,1.8,28.5163,0.6539777862
G112.253-01.077-042.41,,112.253,-1.077,258,99,173,-42.41,1.63,3.38,3.08,1.70E+21,4304.1,144.9,514,2.2,5.8828,0.6921972672
G112.253+01.953-009.20,,112.253,1.953,180,78,129,-9.2,1.56,0.77,0.51,4.70E+20,15.9,19.1,406,90.8,0.9741,0.6624710042
G112.255-01.454-033.81,,112.255,-1.454,304,44,-177,-33.81,1.12,2.66,1.74,4.50E+20,232.7,24.4,153,10.8,3.3234,0.4756202082
G112.265-03.678-001.62,,112.265,-3.678,191,55,146,-1.62,0.9,0.27,0.16,4.30E+20,2.6,33,2276,57.1,0.3056,0.3821948101
G112.279-01.537-008.55,,112.279,-1.537,678,265,84,-8.55,1.13,0.27,0.66,5.80E+20,26.3,19.1,315,37.5,1.2606,0.4798668172
G112.307+02.954-050.75,,112.307,2.954,261,143,88,-50.75,1.39,4.08,4.48,5.70E+20,1151,18.3,44,8.7,8.5568,0.5902786512
G112.317+02.791-049.94,,112.317,2.791,95,60,-147,-49.94,0.8,4.01,1.67,6.20E+20,388.3,44.6,292,3.2,3.1897,0.3397287201
G112.377-04.163-035.45,,112.377,-4.163,578,262,117,-35.45,2.01,2.79,6.19,1.00E+21,5302.1,44.1,77,5.5,11.8229,0.8535684093
G112.388+03.207-051.14,,112.388,3.207,123,51,102,-51.14,0.96,4.11,1.81,7.10E+20,498.6,48.4,291,3.9,3.4571,0.4076744641
G112.400+04.843-011.69,,112.4,4.843,249,94,59,-11.69,1.01,0.29,0.25,4.90E+20,4.3,21.6,934,69.3,0.4775,0.4289075091
